,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,with_wifi,with_air_conditioning,with_cable_tv,pets_allowed
0,958,1169,within a day,100.0,1.0,1.0,1.0,1.0,1.0,Western Addition,37.76931,-122.43386000000001,1.0,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,170.0,100.0,100.0,2,25.0,1,30,1,1,30,30,1.0,30.0,2 months ago,3,8,16,85,1.0,0.0,moderate,0.0,0.0,1,1,0,0,1.74,1.0,0.0,1.0,0.0
1,3850,4921,within an hour,100.0,1.0,2.0,2.0,1.0,1.0,Inner Sunset,37.754020000000004,-122.45805,1.0,House,Private room,2,1.0,1.0,1.0,Real Bed,99.0,0.0,10.0,2,20.0,1,5,1,1,5,5,1.0,5.0,3 days ago,5,32,62,62,1.0,0.0,strict_14_with_grace_period,0.0,0.0,3,0,3,0,1.28,1.0,0.0,0.0,0.0
2,5858,8904,within a day,80.0,0.0,2.0,2.0,1.0,1.0,Bernal Heights,37.74511,-122.42102,1.0,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,235.0,,100.0,2,0.0,30,60,30,30,60,60,30.0,60.0,3 weeks ago,0,0,0,0,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.87,1.0,0.0,0.0,0.0
3,7918,21994,within an hour,86.0,1.0,10.0,10.0,1.0,1.0,Haight Ashbury,37.766690000000004,-122.4525,1.0,Apartment,Private room,2,4.0,1.0,1.0,Real Bed,65.0,200.0,50.0,1,12.0,32,60,32,32,60,60,32.0,60.0,3 months ago,30,60,90,365,1.0,0.0,strict_14_with_grace_period,0.0,0.0,9,0,9,0,0.15,1.0,0.0,0.0,0.0
4,8142,21994,within an hour,86.0,1.0,10.0,10.0,1.0,1.0,Haight Ashbury,37.76487,-122.45183,1.0,Apartment,Private room,2,4.0,1.0,1.0,Real Bed,65.0,200.0,50.0,1,12.0,32,90,32,32,90,90,32.0,90.0,3 months ago,30,60,90,365,1.0,0.0,strict_14_with_grace_period,0.0,0.0,9,0,9,0,0.13,1.0,0.0,0.0,0.0
5,8339,24215,within a few hours,100.0,0.0,2.0,2.0,1.0,1.0,Western Addition,37.77525,-122.43637,1.0,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,875.0,0.0,225.0,2,150.0,6,1125,6,6,1125,1125,6.0,1125.0,7 weeks ago,30,60,90,90,1.0,0.0,moderate,1.0,1.0,2,2,0,0,0.23,1.0,0.0,0.0,0.0
6,8739,7149,within an hour,100.0,1.0,2.0,2.0,1.0,0.0,Mission,37.759190000000004,-122.42237,1.0,Condominium,Private room,3,1.0,1.0,2.0,Real Bed,139.0,0.0,50.0,2,60.0,1,14,1,1,14,14,1.0,14.0,2 weeks ago,7,21,47,135,1.0,1.0,strict_14_with_grace_period,0.0,0.0,2,0,2,0,5.67,1.0,0.0,1.0,0.0
7,9225,29674,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Potrero Hill,37.76259,-122.40543000000001,1.0,House,Private room,2,1.0,1.0,1.0,Real Bed,135.0,,50.0,1,0.0,1,365,1,1,365,365,1.0,365.0,2 days ago,15,41,71,344,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,0,1,0,4.21,1.0,0.0,1.0,0.0
8,10251,35199,within a few hours,100.0,1.0,1.0,1.0,1.0,1.0,Mission,37.75874,-122.41327,1.0,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,225.0,500.0,100.0,1,0.0,30,60,30,30,60,60,30.0,60.0,4 weeks ago,13,43,73,348,1.0,0.0,moderate,0.0,0.0,1,1,0,0,2.74,1.0,0.0,1.0,0.0
9,10578,37049,within a few hours,100.0,0.0,0.0,0.0,1.0,1.0,Nob Hill,37.79143,-122.41543999999999,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,120.0,500.0,75.0,2,0.0,30,180,30,30,180,180,30.0,180.0,2 months ago,0,27,57,332,1.0,0.0,moderate,0.0,1.0,1,1,0,0,0.19,1.0,0.0,1.0,0.0
10,10820,38836,within a few hours,100.0,0.0,47.0,47.0,1.0,1.0,Haight Ashbury,37.77187,-122.43858999999999,1.0,Apartment,Entire home/apt,3,1.0,3.0,3.0,Real Bed,177.0,2500.0,208.0,6,0.0,30,1125,30,30,1125,1125,30.0,1125.0,2 weeks ago,12,42,72,347,1.0,0.0,strict_14_with_grace_period,0.0,0.0,41,41,0,0,0.3,1.0,0.0,1.0,1.0
11,10824,38836,within a few hours,100.0,0.0,47.0,47.0,1.0,1.0,Western Addition,37.77355,-122.42436000000001,1.0,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,194.0,3000.0,208.0,1,0.0,30,1125,30,30,1125,1125,30.0,1125.0,2 weeks ago,0,0,11,286,1.0,0.0,strict_14_with_grace_period,0.0,0.0,41,41,0,0,0.16,1.0,0.0,1.0,1.0
12,10832,38836,within a few hours,100.0,0.0,47.0,47.0,1.0,1.0,Downtown/Civic Center,37.785740000000004,-122.40798000000001,1.0,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,139.0,2500.0,156.0,1,0.0,30,365,30,30,365,365,30.0,365.0,2 weeks ago,5,35,65,340,1.0,0.0,strict_14_with_grace_period,0.0,0.0,41,41,0,0,0.23,1.0,0.0,1.0,0.0
13,12041,21994,within an hour,86.0,1.0,10.0,10.0,1.0,1.0,Haight Ashbury,37.77019,-122.44594,0.0,Apartment,Private room,2,3.0,1.0,2.0,Real Bed,85.0,200.0,50.0,1,12.0,32,60,32,32,60,60,32.0,60.0,3 months ago,30,60,90,365,1.0,0.0,strict_14_with_grace_period,0.0,0.0,9,0,9,0,0.06,1.0,0.0,0.0,0.0
14,12042,21994,within an hour,86.0,1.0,10.0,10.0,1.0,1.0,Haight Ashbury,37.76894,-122.44778000000001,0.0,Apartment,Private room,2,3.0,1.0,2.0,Real Bed,85.0,200.0,50.0,1,12.0,32,90,32,32,90,90,32.0,90.0,3 months ago,30,60,90,365,1.0,0.0,strict_14_with_grace_period,0.0,0.0,9,0,9,0,0.06,1.0,0.0,0.0,0.0
15,12522,18431,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Castro/Upper Market,37.76075,-122.43032,1.0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,79.0,,10.0,1,0.0,3,27,3,3,27,27,3.0,27.0,3 days ago,6,7,7,7,1.0,1.0,strict_14_with_grace_period,0.0,0.0,1,0,1,0,3.49,1.0,0.0,0.0,0.0
16,12584,49383,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Inner Sunset,37.762029999999996,-122.45455,0.0,Townhouse,Entire home/apt,4,1.0,2.0,3.0,Real Bed,122.0,899.0,279.0,1,40.0,30,367,30,30,367,367,30.0,367.0,3 weeks ago,0,0,17,292,1.0,0.0,strict_14_with_grace_period,1.0,1.0,1,1,0,0,0.2,1.0,0.0,1.0,0.0
17,14125,55475,within a few hours,100.0,1.0,1.0,1.0,1.0,1.0,Mission,37.754909999999995,-122.42246000000002,1.0,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,215.0,,80.0,2,35.0,3,10,3,3,10,10,3.0,10.0,4 weeks ago,2,8,29,296,1.0,0.0,moderate,0.0,0.0,1,1,0,0,0.96,1.0,0.0,0.0,0.0
18,17132,43185,within a few hours,100.0,0.0,4.0,4.0,1.0,1.0,South of Market,37.78647,-122.39072,0.0,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,450.0,5000.0,250.0,4,100.0,90,365,90,90,365,365,90.0,365.0,4 months ago,30,60,90,365,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.13,1.0,1.0,0.0,0.0
19,18231,70224,,,0.0,1.0,1.0,1.0,0.0,Noe Valley,37.74888,-122.42981999999999,1.0,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,107.0,,,2,20.0,30,365,30,30,365,365,30.0,365.0,3 months ago,0,12,42,317,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.54,1.0,0.0,1.0,1.0
20,18904,72464,within a few hours,100.0,1.0,3.0,3.0,1.0,1.0,Western Addition,37.77252,-122.43216000000001,1.0,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,110.0,130.0,30.0,1,0.0,2,29,2,2,29,29,2.0,29.0,2 days ago,13,37,59,59,1.0,0.0,strict_14_with_grace_period,1.0,1.0,2,0,2,0,4.15,1.0,0.0,0.0,0.0
21,21334,81455,,,0.0,1.0,1.0,1.0,1.0,Nob Hill,37.7958,-122.41533000000001,1.0,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,500.0,100.0,1,25.0,30,30,30,30,30,30,30.0,30.0,2 weeks ago,23,53,83,358,1.0,1.0,moderate,1.0,1.0,1,1,0,0,1.04,1.0,0.0,1.0,0.0
22,21914,21994,within an hour,86.0,1.0,10.0,10.0,1.0,1.0,Haight Ashbury,37.7648,-122.45251,1.0,Apartment,Private room,2,4.0,1.0,1.0,Real Bed,65.0,200.0,50.0,1,12.0,32,90,32,32,90,90,32.0,90.0,3 months ago,30,60,90,365,1.0,0.0,strict_14_with_grace_period,0.0,0.0,9,0,9,0,0.14,1.0,0.0,0.0,0.0
23,23630,93257,within a few hours,100.0,1.0,1.0,1.0,1.0,1.0,Castro/Upper Market,37.75963,-122.44143000000001,1.0,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,155.0,200.0,60.0,2,0.0,3,14,3,3,14,14,3.0,14.0,2 weeks ago,0,0,0,0,1.0,0.0,strict_14_with_grace_period,0.0,1.0,1,1,0,0,3.44,1.0,0.0,1.0,0.0
24,24450,99058,within an hour,100.0,1.0,1.0,1.0,1.0,0.0,Noe Valley,37.74885,-122.43673000000001,1.0,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,180.0,250.0,80.0,2,25.0,3,28,3,3,28,28,3.0,28.0,2 weeks ago,9,27,41,316,1.0,0.0,moderate,0.0,0.0,1,1,0,0,2.12,1.0,0.0,1.0,0.0
25,24463,99128,within an hour,100.0,1.0,2.0,2.0,1.0,1.0,Potrero Hill,37.75645,-122.3991,1.0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,155.0,500.0,80.0,2,20.0,2,29,2,2,29,29,2.0,29.0,3 weeks ago,13,38,68,158,1.0,0.0,strict_14_with_grace_period,1.0,1.0,2,1,1,0,2.57,1.0,1.0,1.0,0.0
26,24685,100567,within a day,100.0,1.0,1.0,1.0,1.0,1.0,Haight Ashbury,37.77162,-122.43836,1.0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,79.0,,,1,0.0,1,1125,1,1,1125,1125,1.0,1125.0,6 weeks ago,0,4,17,292,1.0,0.0,flexible,0.0,0.0,1,0,1,0,1.75,1.0,0.0,0.0,0.0
27,24723,100800,within an hour,100.0,1.0,3.0,3.0,1.0,1.0,Western Addition,37.78716,-122.43386000000001,1.0,Guest suite,Entire home/apt,4,1.0,1.0,1.0,Real Bed,195.0,0.0,20.0,4,20.0,5,31,3,5,31,31,5.0,31.0,today,6,17,23,73,1.0,1.0,moderate,0.0,0.0,2,2,0,0,2.71,1.0,0.0,1.0,0.0
28,25094,103339,within a few hours,100.0,1.0,1.0,1.0,1.0,1.0,Noe Valley,37.74188,-122.43122,1.0,House,Private room,2,1.0,1.0,1.0,Real Bed,150.0,,25.0,1,10.0,5,28,5,5,28,28,5.0,28.0,4 weeks ago,16,31,61,336,1.0,0.0,moderate,0.0,0.0,1,0,1,0,0.97,1.0,0.0,1.0,0.0
29,25463,72464,within a few hours,100.0,1.0,3.0,3.0,1.0,1.0,Western Addition,37.77729,-122.43421000000001,1.0,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,110.0,150.0,30.0,1,0.0,3,29,3,3,29,29,3.0,29.0,today,9,26,45,45,1.0,0.0,strict_14_with_grace_period,1.0,1.0,2,0,2,0,3.93,1.0,0.0,0.0,0.0
30,25662,106005,within a few hours,100.0,1.0,1.0,1.0,1.0,1.0,Potrero Hill,37.76212,-122.39541000000001,1.0,House,Private room,3,1.0,0.0,1.0,Real Bed,125.0,300.0,50.0,2,30.0,4,180,4,4,180,180,4.0,180.0,7 months ago,0,0,17,267,1.0,0.0,moderate,0.0,0.0,1,0,1,0,2.78,1.0,0.0,1.0,0.0
31,26408,111141,within an hour,100.0,0.0,2.0,2.0,1.0,1.0,Western Addition,37.77478,-122.4315,1.0,Apartment,Entire home/apt,10,2.0,4.0,7.0,Real Bed,450.0,500.0,160.0,4,30.0,2,30,2,2,30,30,2.0,30.0,3 weeks ago,0,0,13,16,1.0,1.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.33,1.0,0.0,0.0,0.0
32,27025,115673,,,1.0,1.0,1.0,1.0,0.0,Castro/Upper Market,37.76298,-122.43136000000001,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125.0,3000.0,125.0,2,0.0,30,1125,30,30,1125,1125,30.0,1125.0,2 months ago,12,27,27,58,1.0,0.0,moderate,0.0,0.0,1,1,0,0,1.15,1.0,0.0,0.0,0.0
33,27028,7149,within an hour,100.0,1.0,2.0,2.0,1.0,0.0,Mission,37.760979999999996,-122.42158,1.0,Condominium,Private room,4,1.0,1.0,2.0,Real Bed,199.0,0.0,75.0,2,50.0,1,29,1,1,29,29,1.0,29.0,a week ago,0,3,3,3,1.0,1.0,strict_14_with_grace_period,0.0,0.0,2,0,2,0,0.5,1.0,0.0,1.0,0.0
34,29373,126263,within a few hours,100.0,1.0,3.0,3.0,1.0,1.0,Bernal Heights,37.73729,-122.41163,0.0,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,220.0,100.0,140.0,5,0.0,4,70,4,4,70,70,4.0,70.0,3 weeks ago,0,0,0,41,1.0,0.0,strict_14_with_grace_period,1.0,1.0,2,1,1,0,0.16,1.0,0.0,0.0,0.0
35,29557,126036,within a few hours,100.0,1.0,1.0,1.0,1.0,1.0,Outer Richmond,37.779309999999995,-122.50518000000001,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,155.0,,,2,20.0,2,30,2,2,30,30,2.0,30.0,3 days ago,5,12,19,259,1.0,0.0,flexible,0.0,0.0,1,1,0,0,0.52,1.0,0.0,1.0,0.0
36,32414,140251,within a few hours,100.0,0.0,1.0,1.0,1.0,0.0,Bernal Heights,37.74025,-122.41259,1.0,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,150.0,200.0,0.0,2,10.0,30,30,30,30,30,30,30.0,30.0,a week ago,24,54,64,284,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.83,1.0,0.0,1.0,0.0
37,33578,145258,within an hour,100.0,1.0,2.0,2.0,1.0,0.0,Potrero Hill,37.76526,-122.3973,1.0,House,Entire home/apt,2,1.0,1.0,0.0,Real Bed,240.0,0.0,110.0,1,0.0,1,14,1,1,14,14,1.0,14.0,1 week ago,8,29,50,322,1.0,1.0,strict_14_with_grace_period,0.0,0.0,2,2,0,0,5.17,1.0,0.0,1.0,0.0
38,39174,127367,within a few hours,100.0,1.0,28.0,28.0,1.0,1.0,Noe Valley,37.7483,-122.42488,1.0,Guest suite,Entire home/apt,2,1.0,1.0,1.0,Real Bed,107.0,,155.0,2,50.0,30,1125,30,30,1125,1125,30.0,1125.0,a week ago,30,60,90,365,1.0,0.0,super_strict_30,0.0,0.0,18,18,0,0,0.2,1.0,0.0,1.0,1.0
39,39418,169184,within a day,100.0,0.0,2.0,2.0,1.0,1.0,Bernal Heights,37.74093,-122.42055,1.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,94.0,500.0,65.0,2,50.0,60,730,60,60,730,730,60.0,730.0,2 months ago,0,0,30,305,1.0,0.0,moderate,0.0,0.0,2,2,0,0,0.22,1.0,0.0,1.0,0.0
40,40092,172182,within an hour,92.0,1.0,6.0,6.0,1.0,1.0,Mission,37.76016,-122.41968999999999,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,108.0,200.0,50.0,2,20.0,30,400,30,30,400,400,30.0,400.0,5 weeks ago,0,0,0,74,1.0,1.0,strict_14_with_grace_period,0.0,1.0,2,2,0,0,0.88,1.0,0.0,1.0,1.0
41,40138,172306,within a day,50.0,0.0,1.0,1.0,1.0,1.0,Presidio Heights,37.78255,-122.44843999999999,1.0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,67.0,,35.0,1,45.0,30,100,30,30,100,100,30.0,100.0,21 months ago,1,12,31,287,1.0,0.0,moderate,1.0,1.0,1,0,1,0,1.27,1.0,0.0,0.0,0.0
42,41055,178043,within a few hours,100.0,1.0,4.0,4.0,1.0,1.0,Castro/Upper Market,37.76125,-122.43335,1.0,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,159.0,150.0,120.0,3,0.0,4,29,4,4,29,29,4.0,29.0,5 months ago,0,0,0,0,1.0,0.0,flexible,0.0,0.0,2,2,0,0,0.49,1.0,0.0,0.0,0.0
43,41172,53314,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Bernal Heights,37.740829999999995,-122.41763,1.0,House,Private room,2,2.0,1.0,1.0,Real Bed,127.0,0.0,50.0,2,50.0,3,30,3,3,30,30,3.0,30.0,3 weeks ago,11,30,60,320,1.0,0.0,moderate,0.0,0.0,1,0,1,0,2.3,1.0,0.0,0.0,0.0
44,41399,180530,within a day,100.0,1.0,0.0,0.0,1.0,1.0,Mission,37.75611,-122.41866,1.0,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,290.0,2000.0,120.0,1,0.0,30,365,30,30,365,365,30.0,365.0,7 months ago,1,1,1,274,1.0,0.0,moderate,0.0,0.0,1,1,0,0,0.93,1.0,0.0,0.0,0.0
45,41423,180715,within a day,100.0,1.0,1.0,1.0,1.0,0.0,Glen Park,37.73557,-122.43302,1.0,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,136.0,,,1,0.0,30,90,30,30,90,90,30.0,90.0,4 weeks ago,0,0,2,234,1.0,0.0,moderate,0.0,0.0,1,1,0,0,1.33,1.0,0.0,1.0,1.0
46,42403,127367,within a few hours,100.0,1.0,28.0,28.0,1.0,1.0,Bernal Heights,37.73356,-122.41851000000001,1.0,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,85.0,0.0,155.0,2,50.0,30,1125,30,30,1125,1125,30.0,1125.0,a week ago,28,58,88,363,1.0,0.0,super_strict_30,0.0,0.0,18,18,0,0,0.06,1.0,0.0,0.0,0.0
47,42408,127367,within a few hours,100.0,1.0,28.0,28.0,1.0,1.0,Bernal Heights,37.73404,-122.41781,1.0,House,Entire home/apt,2,1.0,1.0,2.0,Real Bed,85.0,,155.0,2,50.0,30,365,30,30,365,365,30.0,365.0,6 weeks ago,0,0,11,286,1.0,0.0,super_strict_30,0.0,0.0,18,18,0,0,0.04,1.0,0.0,0.0,0.0
48,42454,177664,,,0.0,1.0,1.0,1.0,0.0,Mission,37.75117,-122.41326000000001,1.0,Apartment,Entire home/apt,2,1.5,1.0,1.0,Futon,104.0,200.0,0.0,1,0.0,10,28,10,10,28,28,10.0,28.0,4 months ago,0,0,0,41,1.0,0.0,moderate,0.0,0.0,1,1,0,0,0.12,1.0,0.0,0.0,0.0
49,42577,127367,within a few hours,100.0,1.0,28.0,28.0,1.0,1.0,Potrero Hill,37.75447,-122.38813,1.0,Guest suite,Entire home/apt,3,1.0,2.0,2.0,Real Bed,150.0,0.0,205.0,4,50.0,30,1125,30,30,1125,1125,30.0,1125.0,2 weeks ago,11,41,71,346,1.0,0.0,super_strict_30,0.0,0.0,18,18,0,0,0.03,1.0,0.0,1.0,1.0
50,43778,127367,within a few hours,100.0,1.0,28.0,28.0,1.0,1.0,Haight Ashbury,37.77272,-122.44084,1.0,Guest suite,Entire home/apt,2,1.0,2.0,2.0,Real Bed,110.0,0.0,244.0,2,50.0,30,1125,30,30,1125,1125,30.0,1125.0,6 weeks ago,0,3,33,308,1.0,0.0,super_strict_30,0.0,0.0,18,18,0,0,0.07,1.0,0.0,0.0,0.0
51,44032,98733,within an hour,100.0,1.0,2.0,2.0,1.0,1.0,Mission,37.75145,-122.41207,1.0,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,95.0,2000.0,75.0,1,0.0,30,98,30,30,98,98,30.0,98.0,3 weeks ago,13,43,73,163,1.0,0.0,strict_14_with_grace_period,0.0,1.0,1,1,0,0,2.54,1.0,0.0,0.0,0.0
52,44680,196626,,,0.0,2.0,2.0,1.0,1.0,Mission,37.75121,-122.42165,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,175.0,1000.0,120.0,2,10.0,30,60,30,30,60,60,30.0,60.0,8 months ago,0,0,11,101,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.03,1.0,0.0,1.0,0.0
53,45299,178043,within a few hours,100.0,1.0,4.0,4.0,1.0,1.0,Castro/Upper Market,37.76068,-122.43331,1.0,Guest suite,Entire home/apt,2,1.0,0.0,2.0,Real Bed,116.0,100.0,75.0,1,0.0,3,30,3,3,30,30,3.0,30.0,6 days ago,2,4,4,4,1.0,0.0,moderate,0.0,0.0,2,2,0,0,1.26,1.0,0.0,1.0,0.0
54,45956,202591,within a few hours,86.0,1.0,3.0,3.0,1.0,0.0,Western Addition,37.77248,-122.43016000000001,1.0,House,Private room,2,3.0,1.0,1.0,Real Bed,125.0,0.0,30.0,1,10.0,1,180,1,1,180,180,1.0,180.0,yesterday,6,23,47,135,1.0,1.0,moderate,0.0,1.0,3,0,3,0,1.72,1.0,0.0,1.0,0.0
55,47486,215133,within a few hours,100.0,1.0,1.0,1.0,1.0,1.0,Ocean View,37.725359999999995,-122.46861000000001,1.0,House,Entire home/apt,2,1.0,2.0,1.0,Real Bed,78.0,400.0,150.0,2,40.0,30,365,30,30,365,365,30.0,365.0,11 months ago,23,30,60,335,1.0,0.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.27,1.0,0.0,1.0,0.0
56,47682,216682,within a few hours,100.0,1.0,9.0,9.0,1.0,0.0,Pacific Heights,37.7925,-122.42431,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,500.0,160.0,2,20.0,30,365,30,30,365,365,30.0,365.0,2 months ago,22,52,82,357,1.0,0.0,moderate,0.0,0.0,9,4,5,0,0.24,1.0,0.0,1.0,0.0
57,51374,236023,,,0.0,1.0,1.0,1.0,1.0,Inner Sunset,37.765190000000004,-122.45613,1.0,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,9999.0,300.0,80.0,2,15.0,365,365,365,365,365,365,365.0,365.0,29 months ago,30,60,90,365,1.0,0.0,strict_14_with_grace_period,0.0,1.0,1,1,0,0,0.07,1.0,0.0,0.0,0.0
58,51557,237200,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Western Addition,37.771209999999996,-122.42833999999999,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119.0,100.0,175.0,2,0.0,30,180,30,30,180,180,30.0,180.0,5 months ago,0,7,37,312,1.0,1.0,strict_14_with_grace_period,0.0,0.0,1,1,0,0,0.97,1.0,0.0,0.0,0.0
59,51773,216682,within a few hours,100.0,1.0,9.0,9.0,1.0,0.0,Pacific Heights,37.79312,-122.426,1.0,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,55.0,0.0,50.0,1,0.0,30,730,30,30,730,730,30.0,730.0,3 weeks ago,23,39,39,266,1.0,0.0,moderate,0.0,0.0,9,4,5,0,1.58,1.0,0.0,0.0,0.0
60,53280,126263,within a few hours,100.0,1.0,3.0,3.0,1.0,1.0,Bernal Heights,37.73878,-122.41188999999999,1.0,House,Private room,2,1.0,1.0,1.0,Real Bed,90.0,100.0,60.0,1,0.0,3,30,3,3,30,30,3.0,30.0,today,18,44,47,275,1.0,0.0,strict_14_with_grace_period,1.0,1.0,2,1,1,0,1.3,1.0,0.0,0.0,0.0
61,53934,252376,within an hour,100.0,1.0,3.0,3.0,1.0,1.0,Downtown/Civic Center,37.78775,-122.41633999999999,1.0,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,163.0,200.0,0.0,1,0.0,80,365,80,80,365,365,80.0,365.0,2 months ago,0,0,11,130,1.0,0.0,strict_14_with_grace_period,0.0,0.0,2,2,0,0,2.12,1.0,0.0,0.0,0.0
62,54518,255971,within an hour,100.0,1.0,1.0,1.0,1.0,1.0,Financial District,37.7933,-122.40078999999999,1.0,Condominium,Entire home/apt,2,1.5,1.0,1.0,Real Bed,185.0,500.0,120.0,1,10.0,30,365,30,30,365,365,30.0,365.0,2 weeks ago,5,14,14,269,1.0,0.0,strict_14_with_grace_period,1.0,1.0,1,1,0,0,0.18,1.0,0.0,0.0,0.0
63,54634,216682,within a few hours,100.0,1.0,9.0,9.0,1.0,0.0,Pacific Heights,37.79166,-122.4265,1.0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,500.0,160.0,2,20.0,30,730,30,30,730,730,30.0,730.0,3 weeks ago,0,0,0,255,1.0,0.0,moderate,0.0,0.0,9,4,5,0,0.36,1.0,0.0,1.0,0.0
64,55632,262875,within a day,100.0,1.0,4.0,4.0,1.0,1.0,Outer Richmond,37.77959,-122.48619,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,112.0,1000.0,200.0,1,0.0,30,365,30,30,365,365,30.0,365.0,3 months ago,0,0,0,226,1.0,0.0,strict_14_with_grace_period,0.0,0.0,2,2,0,0,0.09,1.0,0.0,1.0,1.0
65,55636,262875,within a day,100.0,1.0,4.0,4.0,1.0,1.0,Twin Peaks,37.74889,-122.44479,1.0,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,116.0,3000.0,200.0,1,0.0,30,365,30,30,365,365,30.0,365.0,5 weeks ago,0,0,0,255,1.0,0.0,strict_14_with_grace_period,0.0,0.0,2,2,0,0,0.25,1.0,0.0,1.0,1.0
66,56621,216682,within a few hours,100.0,1.0,9.0,9.0,1.0,0.0,Pacific Heights,37.792159999999996,-122.42458,1.0,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,55.0,0.0,70.0,1,0.0,30,365,30,30,365,365,30.0,365.0,2 months ago,0,0,22,297,1.0,0.0,moderate,0.0,0.0,9,4,5,0,1.13,1.0,0.0,0.0,0.0
67,56715,252376,within an hour,100.0,1.0,3.0,3.0,1.0,1.0,Downtown/Civic Center,37.78816,-122.41722,1.0,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,187.0,0.0,0.0,1,0.0,3,365,3,3,365,365,3.0,365.0,2 days ago,0,0,5,5,1.0,1.0,strict_14_with_grace_period,0.0,0.0,2,2,0,0,0.81,1.0,0.0,1.0,0.0
68,57479,210882,,,0.0,0.0,0.0,1.0,1.0,Haight Ashbury,37.77459,-122.43923000000001,1.0,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,200.0,1000.0,100.0,4,35.0,90,360,90,90,360,360,90.0,360.0,7 months ago,27,57,87,362,1.0,0.0,moderate,0.0,0.0,1,1,0,0,1.4,1.0,0.0,1.0,0.0
